PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
"6308076","Al Suq Al Kabeer","293.02","2023","2683","2026-01-13 11:18:27","6308076","293.02","Land","Commercial"
"6370011","Al Karama","422.71","2026","1926","2026-04-14 10:52:40","6370011","422.71","Land","Commercial"
"6379979","Al Khabeesi","1481.8","2026","1618","2026-03-25 09:45:04","6379979","1481.8","Land","Commercial"
"6394047","Jabal Ali Industrial First","1320.06","2026","942","2026-02-10 14:40:54","6394047","1320.06","Land","Cooling Station"
"6402529","Eyal Nasser","457.55","2026","280","2026-01-13 09:54:36","6402529","457.55","Land","Commercial"
"6483250","Marsa Dubai","399.83","2026","740","2026-02-02 14:11:11","6483250.22","399.83","Unit","Flat"
"6500000","Al Hudaiba","1445.76","2026","926","2026-02-10 09:45:29","6500000","1445.76","Land","Residential"
"6500000","Al Warqa Third","1420.77","2026","686","2026-01-29 14:45:12","6500000","1420.77","Land","Residential"
"6500000","Al Hudaiba","691.76","2026","1269","2026-02-25 09:50:26","6500000","691.76","Land","Commercial"
"6500000","Muhaisanah Third","1393.55","2026","1691","2026-03-31 09:53:16","6500000","1393.55","Land","Residential"
"6506993","Al Yufrah 1","1209.04","2026","1944","2026-04-15 14:06:26","6506993","1209.04","Land","Residential"
"6557712","Saih Shuaib 1","937.28","2026","653","2026-01-27 14:59:34","6557712","937.28","Land",""
"6684769","Al Ttay","1552.59","2026","1758","2026-04-02 16:33:57","6684769","1552.59","Land","Labor Camp"
"6700000","Mirdif","940.66","2026","851","2026-02-05 15:29:55","6700000","940.66","Land","Residential"
"6714306","Wadi Al Safa 7","1247.56","2026","894","2026-02-09 12:06:32","6714306","1247.56","Land","Land"
"6736879","Burj Khalifa","266.42","2026","960","2026-02-11 11:33:17","6736879.46","266.42","Unit","Office"
"6750015","Al Garhoud","1393.55","2026","1804","2026-04-07 18:47:09","6750015","1393.55","Land","Residential"
"6753572","Al Satwa","1568.57","2026","1326","2026-02-27 17:46:41","6753572","1568.57","Land","Residential"
"6800000","Nad Al Hamar","1393.55","2026","814","2026-02-04 13:32:06","6800000","1393.55","Land","Residential"
"6838413","Al Karama","423.54","2026","495","2026-01-20 13:26:49","6838413","423.54","Land","Commercial"
"6842267","Eyal Nasser","288.94","2026","777","2026-02-03 11:20:26","6842267","288.94","Land","Commercial"
"6861986","Hadaeq Sheikh Mohammed Bin Rashid","750","2026","458","2026-01-19 10:08:05","6861986","750","Land","Residential / Villas"
"6944532","Al Warqa First","1358.25","2026","1992","2026-04-17 10:49:55","6944532","1358.25","Land","Residential Flats"
"6976810","Al Hudaiba","762.55","2026","1268","2026-02-25 09:43:07","6976810","762.55","Land","Commercial"
"6999990","Um Suqaim First","929.03","2026","813","2026-02-04 13:18:13","6999990","929.03","Land","Residential"
"6999990","Al Goze Industrial Third","1858.06","2026","158","2026-01-08 09:21:36","6999990","1858.06","Land","Industrial"
"7000000","Business Bay","305.36","2026","2171","2026-04-28 12:53:04","7000000","305.36","Unit","Flat"
"7000000","Um Suqaim First","593.29","2026","1672","2026-03-30 12:59:02","7000000","593.29","Land","Residential"
"7000000","Al Bada","668.9","2026","1340","2026-03-02 10:56:38","7000000","668.9","Land","Residential"
"7000000","Al Ras","100.34","2026","244","2026-01-12 08:59:25","7000000","100.34","Land","Commercial"
"7000000","Hor Al Anz East","2041.17","2026","1172","2026-02-19 12:35:46","7000000","2041.17","Land","Residential"
"7000000","Al Hudaiba","1472.51","2026","1355","2026-03-03 10:42:32","7000000","1472.51","Land","Residential"
"7000000","Mirdif","929.03","2026","2120","2026-04-24 09:14:00","7000000","929.03","Land","Residential"
"7000000","Al Goze First","1381.1","2026","1500","2026-03-15 12:11:45","7000000","1381.1","Land","Residential"
"7000000","Al Hudaiba","1388.92","2026","927","2026-02-10 09:57:40","7000000","1388.92","Land","Residential"
"7000000","Nad Al Hamar","1393.57","2026","1600","2026-03-24 11:08:10","7000000","1393.57","Land","Residential"
"7000000","Mirdif","929.03","2026","2119","2026-04-24 09:08:57","7000000","929.03","Land","Residential"
"7000000","Mirdif","929.03","2026","2121","2026-04-24 09:23:26","7000000","929.03","Land","Residential"
"7030355","Al Khawaneej First","933.06","2026","1119","2026-02-17 09:12:01","7030355","933.06","Land","Residential"
"7087506","Mirdif","1881.29","2026","1754","2026-04-02 14:25:11","7087506","1881.29","Land","Residential"
"7111359","Al Nahda Second","1468.15","2026","884","2026-02-09 09:08:06","7111359","1468.15","Land","Commercial"
"7120320","Wadi Al Safa 5","2646","2026","936","2026-02-10 13:01:59","7120320","2646","Land","Commercial"
"7187505","Jumeirah Third","1161.29","2026","1061","2026-02-15 20:14:56","7187505","1161.29","Land","Residential"
"7200456","Marsa Dubai","407.64","2026","2037","2026-04-20 12:19:29","7200455.57","407.64","Unit","Flat"
"7218742","Um Suqaim Third","250.63","2026","1051","2026-02-13 10:26:30","7218741.84","250.63","Unit","Flat"
"7259712","Jumeirah Third","481.75","2026","1312","2026-02-26 14:40:24","7259712","963.5","Land","Residential"
"7286066","Marsa Dubai","369.98","2026","1509","2026-03-16 10:45:45","7286066.16","369.98","Unit","Flat"
"7286085","Hadaeq Sheikh Mohammed Bin Rashid","298.36","2026","144","2026-01-07 10:25:30","7286084.66","298.36","Unit","Flat"
"7368223","Warsan Fourth","6845.31","2026","1982","2026-04-17 08:40:32","7368223","6845.31","Land","Commercial"
"7500000","Hor Al Anz","232.26","2026","1690","2026-03-31 09:52:05","7500000","232.26","Land","Commercial"
"7500000","Al Khawaneej First","1858.06","2026","277","2026-01-13 09:02:25","7500000","1858","Land","Residential"
"7500000","Jabal Ali First","600.02","2026","1467","2026-03-12 10:14:11","7500000","600.02","Land","Commercial"
"7500000","Jabal Ali First","600.02","2026","1467","2026-03-12 10:14:11","7500000","600.02","Land","Commercial"
"7500000","Al Wasl","871.06","2026","779","2026-02-03 12:08:45","7500000","871.06","Land","Residential"
"7500030","Muhaisanah Fourth","1858.07","2026","535","2026-01-21 16:11:19","7500030","1858.07","Land","Commercial"
"7500124","Al Warqa First","1393.57","2026","439","2026-01-16 11:10:59","7500124","1393.57","Land","Residential"
"7582522","Jumeirah First","880.55","2026","567","2026-01-23 10:10:09","7582522","880.55","Land","Residential"
"7680000","Um Suqaim Second","594.58","2026","1753","2026-04-02 14:12:06","7680000","594.58","Land","Residential"
"7700000","Al Thanayah Fourth","532.89","2026","1389","2026-03-05 10:46:18","7700000","532.89","Land","Commercial"
"7702109","Al Satwa","1300.64","2026","1848","2026-04-09 11:29:25","7702109","1301","Land","Residential"
"7736930","Nad Al Shiba First","1437.57","2026","326","2026-01-14 08:21:16","7736930","1437.57","Land","Sports Club"
"7800000","Al Hebiah Fourth","76.19","2026","55","2026-01-05 12:17:00","7800000","76.19","Unit","Flat"
"7800000","Dubai Investment Park First","1005.65","2026","1433","2026-03-10 10:30:39","7800000","1005.65","Land","Commercial"
"7805001","Al Barsha Second","2071.74","2026","2046","2026-04-20 15:23:37","7805001","2071.74","Land","Residential"
"7807842","Al Baraha","659.43","2026","1123","2026-02-17 09:22:17","7807842","659.43","Land","Residential"
"7833482","Palm Jumeirah","207.93","2026","97","2026-01-06 12:40:38","7833482","207.93","Unit","Flat"
"7882673","Hadaeq Sheikh Mohammed Bin Rashid","665.75","2025","8279","2026-01-03 09:55:01","7882673","665.75","Land","Residential Flats"
"7899066","Al Khawaneej First","917.31","2026","1512","2026-03-16 11:12:51","7899066","917.31","Land","Residential"
"7985576","Al Khawaneej First","1483.77","2026","2135","2026-04-27 08:48:22","7985576","1483.77","Land","General Use"
"7999817","Al Lusaily","929.01","2026","610","2026-01-26 12:11:34","7999817","929.01","Land",""
"7999989","Um Suqaim Second","929.03","2026","1659","2026-03-27 11:17:11","7999989","929.03","Land","Residential"
"7999989","Um Suqaim Second","929.03","2026","1658","2026-03-27 11:00:43","7999989","929.03","Land","Residential"
"7999989","Ras Al Khor Industrial First","3697.54","2026","278","2026-01-13 09:40:41","7999989","3716.12","Land","Industrial"
"8000000","Al Suq Al Kabeer","220.18","2026","909","2026-02-09 14:24:41","8000000","220.18","Land","Commercial"
"8000000","Al Barsha Third","1393.55","2026","1528","2026-03-16 14:37:15","8000000","1393.55","Land","Residential"
"8000000","Al Suq Al Kabeer","375.33","2026","863","2026-02-06 09:45:39","8000000","375.33","Land","Commercial"
"8000000","Al Mizhar First","1393.55","2026","1173","2026-02-19 12:41:54","8000000","1393.55","Land","Residential"
"8000000","Al Satwa","1393.55","2026","603","2026-01-26 10:52:31","8000000","1394.26","Land","Residential"
"8000000","Al Thanayah Fourth","563","2026","1163","2026-02-18 16:19:50","8000000","563","Land","Commercial"
"8000000","Al Merkadh","1047.24","2026","1331","2026-03-02 00:42:34","8000000","1047.24","Land","Land"
"8000000","Al Barsha Second","1393.55","2026","1898","2026-04-13 10:24:36","8000000","1394","Land","Residential"
"8000247","Jabal Ali Industrial First","1858.12","2026","44","2026-01-05 10:11:09","8000247","1858.12","Land","Labor Camp"
"8000538","Al Khawaneej First","1486.55","2026","2139","2026-04-27 08:53:32","8000538","1486.55","Land","General Use"
"8010494","Nad Al Shiba First","930.25","2026","307","2026-01-13 13:50:39","8010494","930.25","Land","Villa"
"8015446","Al Khawaneej First","1489.32","2026","2140","2026-04-27 08:57:28","8015446","1489.32","Land","General Use"
"8030354","Al Khawaneej First","1492.09","2026","2141","2026-04-27 09:02:46","8030354","1492.09","Land","General Use"
"8037619","Um Suqaim First","933.37","2026","162","2026-01-07 14:48:44","8037619","933.4","Land","Residential"
"8045262","Al Khawaneej First","1494.86","2026","2131","2026-04-27 08:38:17","8045262","1494.86","Land","General Use"
"8046338","Jumeirah Second","747.53","2026","283","2026-01-13 10:23:37","8046338","747.53","Land","Residential"
"8060224","Al Khawaneej First","1497.64","2026","2133","2026-04-27 08:42:02","8060224","1497.64","Land","General Use"
"8071246","Jumeirah First","833.16","2026","1530","2026-03-17 09:41:25","8071246","833.16","Land","Residential"
"8072468","Madinat Al Mataar","2999.83","2026","842","2026-02-05 11:52:06","8072468","2999.83","Land",""
"8100287","Eyal Nasser","542.55","2026","1907","2026-04-13 13:15:05","8100287","537.53","Land","Commercial"
"8111352","Al Khawaneej First","1507.14","2026","2126","2026-04-27 07:58:25","8111352","1507.14","Land","General Use"
"8125776","Al Khawaneej First","1509.82","2026","2128","2026-04-27 08:22:15","8125776","1509.82","Land","General Use"
"8141706","Al Khawaneej First","1512.78","2026","2142","2026-04-27 09:37:09","8141706","1512.78","Land","General Use"
"8156076","Al Khawaneej First","1515.45","2026","2146","2026-04-27 10:35:11","8156076","1515.45","Land","General Use"
"8171038","Al Khawaneej First","1518.23","2026","2160","2026-04-28 07:03:43","8171038","1518.23","Land","General Use"
"8195298","Al Khawaneej First","1492.88","2026","2132","2026-04-27 08:41:43","8195298","1492.88","Land","General Use"
"8208912","Al Khawaneej First","1495.36","2026","2127","2026-04-27 08:05:50","8208912","1495.36","Land","General Use"
"8210723","Al Khawaneej First","1495.69","2026","2145","2026-04-27 10:29:29","8210723","1495.69","Land","General Use"
"8239765","Jabal Ali Industrial First","1913.75","2026","51","2026-01-05 12:01:35","8239765","1913.75","Land","Labor Camp"
"8240024","Jabal Ali Industrial First","1913.81","2026","49","2026-01-05 11:56:28","8240024","1913.81","Land","Labor Camp"
"8243920","Al Warqa First","1392.52","2026","2148","2026-04-27 10:44:26","8243920","1392.52","Land","Residential Flats"
"8243920","Al Warqa First","1392.52","2026","1242","2026-02-24 11:01:48","8243920","1392.52","Land","Residential Flats"
"8250018","Um Suqaim Second","1393.51","2026","176","2026-01-08 11:40:52","8250018","1393.55","Land","Residential"
"8258373","Al Khawaneej First","1504.37","2026","2136","2026-04-27 08:49:28","8258373","1504.37","Land","General Use"
"8268774","Jabal Ali First","1024.26","2026","606","2026-01-26 11:52:24","8268774","1024.26","Land","Commercial"
"8342748","Al Khawaneej First","1519.74","2026","2163","2026-04-28 07:24:54","8342748","1519.74","Land","General Use"
"8343303","Mankhool","2583.73","2026","623","2026-01-26 14:13:52","8343303","2583.73","Land","Residential"
"8354111","Al Khawaneej First","1521.81","2026","2161","2026-04-28 07:13:52","8354111","1521.81","Land","General Use"
"8354864","Madinat Hind 1","2587.31","2026","347","2026-01-14 10:50:34","8354864","2587.31","Land",""
"8365640","Al Khawaneej First","1523.91","2026","2152","2026-04-27 12:12:00","8365640","1523.91","Land","General Use"
"8438941","Jumeirah First","1206.16","2026","852","2026-02-05 15:30:45","8438941","1206.16","Land","Residential"
"8466907","Hadaeq Sheikh Mohammed Bin Rashid","346.8","2026","143","2026-01-07 10:19:07","8466906.62","346.8","Unit","Flat"
"8500000","Jumeirah Third","929.03","2026","605","2026-01-26 11:50:55","8500000","929.03","Land","Residential"
"8500000","Al Suq Al Kabeer","225.01","2026","1841","2026-04-09 10:07:04","8500000","225.01","Land","Commercial"
"8500000","Al Suq Al Kabeer","238.39","2026","1205","2026-02-23 12:24:34","8500000","238.39","Land","Commercial"
"8500000","Wadi Al Safa 6","619.66","2026","2029","2026-04-20 11:00:26","8500000","619.66","Land","Residential"
"8500000","Wadi Al Safa 2","1134.62","2026","2067","2026-04-21 13:04:27","8500000","1134.62","Land","Residential"
"8509899","Al Warqa First","1374.95","2026","2068","2026-04-21 14:07:45","8509899","1374.95","Land","Commercial"
"8545231","Al Khawaneej First","1512.15","2026","2164","2026-04-28 07:32:06","8545231","1512.15","Land","General Use"
"8635005","Al Nahda Second","1458.58","2026","147","2026-01-07 10:44:47","8635005","1458.58","Land","Commercial"
"8638105","Dubai Investment Park Second","964.29","2026","1689","2026-03-31 09:50:47","8638105.25","964.29","Unit","Warehouse"
"8720503","Al Barshaa South Second","1200.24","2026","2109","2026-04-23 10:14:21","8720503","1200.24","Land","Commercial"
"8729980","Jumeirah First","1081.39","2026","1566","2026-03-23 09:40:26","8729980","1081.39","Land","Residential"
"8750082","Al Satwa","232.26","2026","1184","2026-02-20 11:08:31","8750082","232.26","Land","Residential"
"8806208","Nad Al Hamar","1298.61","2026","853","2026-02-05 19:06:56","8806208","1298.61","Land","Commercial"
"8837393","Saih Shuaib 2","2526.22","2026","1837","2026-04-09 09:12:49","8837393","2526.22","Land","Industrial"
"8867430","Al Khawaneej First","1497.84","2026","2138","2026-04-27 08:52:50","8867430","1497.84","Land","General Use"
"8892488","Al Merkadh","826.13","2026","379","2026-01-15 08:18:41","8892488","826.14","Land","Villa"
"8999116","Al Warqa First","1393.41","2026","1170","2026-02-19 12:03:10","8999116","1393.41","Land","Commercial"
"8999374","Al Warqa First","1393.45","2026","170","2026-01-08 10:47:00","8999374","1393.45","Land","Residential Flats"
"9000000","Jumeirah Third","594.58","2026","528","2026-01-21 12:19:43","9000000","594.58","Land","Residential"
"9000000","Al Barsha Third","1393.55","2026","1456","2026-03-11 11:46:16","9000000","1393.55","Land","Residential"
"9000000","Al Ras","394.19","2023","2666","2026-01-13 11:20:00","9000000","394.19","Land","Commercial"
"9000000","Al Mizhar Third","1593.1","2026","937","2026-02-10 13:11:04","9000000","1593.1","Land",""
"9000000","Al Twar Third","2769","2026","1506","2026-03-16 10:02:12","9000000","2769","Land","Residential"
"9000000","Mirdif","1637.23","2026","1576","2026-03-23 13:13:31","9000000","1637.23","Land","Residential"
"9000020","Al Warqa First","1393.55","2026","1401","2026-03-07 09:52:16","9000020","1393.55","Land","Residential Flats"
"9000020","Al Saffa Second","1393.55","2026","1067","2026-02-16 08:48:10","9000020","1393.55","Land","Residential"
"9000020","Al Bada","1393.55","2026","1175","2026-02-19 13:11:41","9000020","1393.55","Land","Residential"
"9000020","Al Warqa First","1393.55","2026","485","2026-01-20 12:00:21","9000020","1393.55","Land",""
"9002926","Um Suqaim Second","1394","2026","564","2026-01-23 09:24:25","9002926","1394","Land","Residential"
"9009578","Al Warqa First","1395.03","2026","1660","2026-03-28 09:54:58","9009578","1395.03","Land","Residential Flats"
"9011806","Nad Al Shiba First","930.25","2026","1494","2026-03-14 17:39:40","9011806","930.25","Land","Villa"
"9011903","Nad Al Shiba First","930.26","2026","1495","2026-03-14 17:45:51","9011903","930.26","Land","Villa"
"9059566","Nad Al Shiba First","1870.36","2026","327","2026-01-14 08:26:03","9059566","1870.36","Land","Sports Club"
"9132238","Al Khawaneej First","1542.57","2026","2134","2026-04-27 08:45:42","9132238","1542.57","Land","General Use"
"9178787","Al Barshaa South Third","1421.23","2026","589","2026-01-25 15:33:52","9178787","1421.23","Land",""
